Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
2100524,2021,7/7/2022,Naugatuck,37 CURTISS ST,96190,110000.0,0.874454545,Residential,Three Family,01 - Family,,,POINT (-73.050511988 41.496817996)
2100010,2021,10/22/2021,Marlborough,156 FLOOD RD,182620,341000.0,0.5355,Residential,Single Family,,,,POINT (-72.455968006 41.608686983)
1718,2017,5/2/2018,Morris,130 KENYON RD,244790,178710.0,1.3697,Single Family,Single Family,08 - Part Interest,,,
210041,2021,11/1/2021,Cromwell,10 LINDA COURT UNIT 10,81690,123400.0,0.6619,Residential,Condo,,,,POINT (-72.683558973 41.605904988)
181436,2018,6/19/2019,Bridgeport,881 LAFAYETTE BLVD 1F,63040,125000.0,0.5043,Condo,Condo,,,,POINT (-73.1921 41.17481)
190104,2019,9/2/2020,East Granby,9 MAIZE LANE,182200,325000.0,0.5606,Single Family,Single Family,,,,
200080,2020,12/10/2020,Suffield,45 SOMERWYND LN,366590,484900.0,0.756,Residential,Single Family,,,,
210181,2021,6/14/2022,Litchfield,12 TAPPING REEVE,127170,226000.0,0.5626,Residential,Condo,,,,POINT (-73.208760979 41.742394013)
200348,2020,3/25/2021,South Windsor,64 SHEPARD WAY,15000,458680.0,0.0327,Residential,Single Family,07 - Change in Property,NEW CONSTRUCTION-PUD,,POINT (-72.5991 41.82009)
19153,2019,6/23/2020,East Haddam,80 GREAT HILLWOOD RD,152190,248000.0,0.6137,Single Family,Single Family,07 - Change in Property,,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #19125,
180962,2018,7/2/2019,Stratford,42 HOLLISTER ST,116200,235000.0,0.4944,Single Family,Single Family,,,,
1901670,2019,9/4/2020,Stamford,212 CEDAR WOOD ROAD,470010,735000.0,0.6395,Single Family,Single Family,,,,
20065,2020,3/22/2021,Lebanon,38 RESERVOIR RD,209220,377540.0,0.5541,Residential,Single Family,,,,POINT (-72.23786 41.55992)
210612,2021,1/27/2022,Norwalk,22 SHEPHERD ST,445770,724900.0,0.6149,Residential,Single Family,,5-27-58-0; SINGLE FAMILY W/ IN-LAW,,POINT (-73.400107004 41.144647012)
200120,2020,12/15/2020,Avon,75 HARRIS ROAD,222270,430000.0,0.5169,Residential,Single Family,,,,POINT (-72.85823 41.76379)
160222,2016,5/11/2017,Stonington,76 FAIR ACRES CIR,21800,29901.0,0.729072606,Single Family,Single Family,,,,
19019,2019,10/7/2019,East Hartford,6 SHAUGHNESSY DRIVE,197140,275000.0,0.7169,Single Family,Single Family,,,,
160092,2016,1/12/2017,Windham,16 FAIRWAY DR,16560,29900.0,0.553846154,Single Family,Single Family,,,,POINT (-72.18439 41.73055)
190693,2019,9/2/2020,Enfield,6 MEETINGHOUSE LA,232610,355700.0,0.6539,Single Family,Single Family,07 - Change in Property,NEW CONSTRUCTION,,
190787,2019,8/7/2020,Greenwich,3 PERKELY LANE,1750000,1500000.0,1.1667,Single Family,Single Family,,,,
180910,2018,6/26/2019,Danbury,19 KINGSWOOD RD,218500,340000.0,0.6426,Single Family,Single Family,,D06023,,POINT (-73.50906 41.43971)
170202,2017,6/18/2018,Coventry,32 CINDY DR,175600,305500.0,0.5747,Single Family,Single Family,,,,POINT (-72.29099 41.73763)
180067,2018,11/13/2018,Stonington,97 ELM RIDGE RD,132400,226500.0,0.5845,Single Family,Single Family,,,,
210068,2021,12/20/2021,Putnam,105 CADY RD,50300,50000.0,1.006,Residential,Single Family,14 - Foreclosure,,,POINT (-71.81407197 41.901774016)
210630,2021,4/12/2022,Hamden,271 RIDGE RD,143640,275000.0,0.5223,Residential,Single Family,,,,POINT (-72.902152973 41.342461017)
160081,2016,6/14/2017,Somers,236 DURKEE RD,63100,465100.0,0.135669748,Single Family,Single Family,25 - Other,,SALE PRICE APPEARS TO INCLUDE HOUSE,POINT (-72.47751 42.00332)
2020289,2020,7/15/2021,Old Saybrook,3 OLD COLONY RD,156400,329000.0,0.4753,Residential,Single Family,,,,
170402,2017,7/17/2018,New London,83 MANSFIELD RD 209,30800,48000.0,0.6416,Condo,Condo,,,,
201256,2020,6/14/2021,Cromwell,6 SUMMIT DRIVE,201950,390000.0,0.5178,Residential,Single Family,25 - Other,"PRIVATE SALE, NOT ON OPEN MARKET",,
160209,2016,3/24/2017,Wethersfield,75 THORNBUSH RD,530810,635000.0,0.83592126,Single Family,Single Family,,,,
190561,2019,3/10/2020,Norwalk,17 SAWMILL RD,312840,445000.0,0.703,Single Family,Single Family,,1-79-34-0,,POINT (-73.40684 41.12513)
180621,2018,5/22/2019,Fairfield,37 FRANKLIN AVENUE,490630,725000.0,0.6767,Condo,Condo,,,,
180044,2018,10/11/2018,Danbury,61 HILLANDALE RD,203400,349000.0,0.5828,Single Family,Single Family,,F08106,,
20257,2020,5/11/2021,Montville,560 CHESTERFIELD RD,38720,329900.0,0.1173,Residential,Single Family,07 - Change in Property,NEW CONSTRUCTION,,POINT (-72.20056 41.44564)
180636,2018,6/7/2019,New Haven,10 LIBERTY ST,1149470,3250000.0,0.3536,,,,,,
180605,2018,6/3/2019,New Haven,27 WATSON ST,52220,47000.0,1.111,Single Family,Single Family,14 - Foreclosure,,,
180067,2018,4/25/2019,Woodbridge,23 TUMBLEBROOK RD,280490,370000.0,0.758,Single Family,Single Family,,,,
20160718,2020,6/30/2021,Redding,172 BLACK ROCK TURNPIKE,320900,565000.0,0.5679,Residential,Single Family,,,,
170547,2017,5/7/2018,Fairfield,60 ROMANOCK PLACE,288750,430000.0,0.6715,Single Family,Single Family,,,,
20544,2020,6/11/2021,Newtown,64 MILE HILL ROAD SOUTH,253270,450000.0,0.5628,Residential,Single Family,,,,POINT (-73.27668 41.38971)
160392,2016,9/18/2017,Waterford,14 YORKSHIRE DR,162510,247000.0,0.657935223,Single Family,Single Family,,,,POINT (-72.14454 41.35969)
162098,2016,1/18/2017,Shelton,20 WAKELEE AVE,169610,210000.0,0.807666667,Two Family,Two Family,,,,
180008,2018,10/9/2018,Cromwell,33 HICKSVILLE RD,202860,155000.0,1.3087,Single Family,Single Family,01 - Family,,,
200056,2020,10/15/2020,West Hartford,23 EAST NORMANDY DRIVE,167860,270000.0,0.6217,Residential,Single Family,25 - Other,ESTATE SALE,,
200107,2020,11/9/2020,South Windsor,638 FOSTER ST,176500,320000.0,0.5515,Residential,Single Family,,,,
190404,2019,9/1/2020,Newington,24 PEBBLE CT,93040,175000.0,0.5317,Condo,Condo,,,,POINT (-72.7243 41.66467)
190468,2019,8/20/2020,Southbury,196 BEECHER DR,251210,420000.0,0.5981,Single Family,Single Family,,,,
170934,2017,5/8/2018,Norwalk,22 TAYLOR AVE,222410,2100000.0,0.105909524,Four Family,Four Family,25 - Other,2-35-81-0 - SALES PRICE ALSO INCLS. 16 &18-20 TAYLOR AVE,,
200020,2020,12/10/2020,Sterling,885 GIBSON HILL RD,125590,258900.0,0.485,Residential,Single Family,,CAPE BUILT 2005 ON 2.12 ACRES,,
191029,2019,10/23/2019,Killingly,34 HENRY RD,131250,232500.0,0.5645,Single Family,Single Family,,,,
200090,2020,6/1/2021,Beacon Falls,182 CONCORD COURT,82310,156000.0,0.5276,Residential,Condo,,,,POINT (-73.03656 41.46369)
17592,2017,6/13/2018,East Hartford,"31 HIGH ST., UNIT 4308",56950,99000.0,0.5752,Condo,Condo,25 - Other,estate sale,,
200717,2020,5/21/2021,Norwich,27 BEECH ST,82300,160000.0,0.5143,Residential,Single Family,,,,POINT (-72.06984 41.53516)
211793,2021,6/27/2022,Bridgeport,355 RUTH ST,134860,320000.0,0.4214375,Residential,Condo,07 - Change in Property,,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #210862,POINT (-73.217419988 41.20903302)
2000008,2020,10/20/2020,Wethersfield,415 BRIMFIELD RD,193000,340000.0,0.5676,Residential,Single Family,,,,
170317,2017,9/6/2018,Griswold,73 BREWSTER RD,57330,45000.0,1.274,Single Family,Single Family,07 - Change in Property,FIRE DAMAGE TO HOME,,
201245,2020,7/29/2021,New Haven,4  STRONG ST,74760,100000.0,0.7476,Residential,Single Family,25 - Other,BELOW MARKET,,
180491,2018,5/3/2019,New Haven,112 AUDUBON COURT #60,296380,379500.0,0.7809,Condo,Condo,,AKA 95 AUDUBON ST,,POINT (-72.9211 41.31125)
1900859,2019,4/7/2020,Stamford,850 EAST MAIN STREET # 220,242070,375000.0,0.6455,Condo,Condo,,,,
180564,2018,6/12/2019,Torrington,136 PECK RD,104970,157500.0,0.6664,Single Family,Single Family,,,,POINT (-73.14313 41.78345)
200084,2020,3/22/2021,Killingworth,21 LIVEMORE TRAIL,0,179995.0,0.0,Residential,Single Family,07 - Change in Property,NEW MOBILE/MANUFACTURED HOME CONSTRUCTION,,POINT (-72.5588 41.37565)
190105,2019,2/27/2020,Ledyard,13O LAKESIDE DR,60410,110000.0,0.5492,Condo,Condo,,,,
190374,2019,6/10/2020,Groton,85-87 MORSE AVE,113400,200000.0,0.567,Two Family,Two Family,,,,
212112,2021,8/22/2022,Bridgeport,38 BRONX AVE #40,221420,310000.0,0.7142,Residential,Two Family,,,,POINT (-73.204095025 41.200855007)
2000507,2020,9/3/2021,Cheshire,365 SYCAMORE LANE,209190,375000.0,0.55784,Residential,Single Family,,,,
180098,2018,4/29/2019,Tolland,58 WEIGOLD ROAD,116200,200000.0,0.581,Single Family,Single Family,,,,
210600,2021,8/23/2022,Branford,45 SO MAIN ST,1444100,820000.0,1.761097561,Commercial,,22 - Money and Personal Property,VACANT BANK/ALL PERSONAL PROPERTY INCLUDED/BOUGHT BY DEVELOPER,,POINT (-72.813029034 41.279573986)
200708,2020,3/9/2021,Greenwich,23 GRIFFITH ROAD,830830,1492750.0,0.5565,Residential,Single Family,,,,POINT (-73.57893 41.04825)
200123,2020,10/21/2020,Norwalk,16 HONEY HILL RD,333170,475000.0,0.7014,Residential,Single Family,,5-23-351-0,,POINT (-73.41149 41.13898)
18947,2018,9/16/2019,Hartford,230 FARMINTON AVE #00C5,10500,25000.0,0.42,Condo,Condo,25 - Other,FIDUCIARYS DEED,,
190316,2019,9/16/2020,Ledyard,19 BREWSTER DR,193830,289000.0,0.6707,Single Family,Single Family,,,,
20170,2020,6/18/2021,Orange,342 RIDGE RD,303900,538000.0,0.5648,Residential,Single Family,,,,POINT (-73.04375 41.26165)
210033,2021,11/10/2021,Derby,92 SMITH ST,96180,209900.0,0.4582,Residential,Two Family,,,,POINT (-73.093831005 41.328133997)
160713,2016,8/31/2017,Wallingford,134 NORTH ORCHARD ST,161800,250000.0,0.6472,Three Family,Three Family,,,,
20780,2020,6/2/2021,New Britain,195 ROXBURY RD,140000,345000.0,0.4057,Residential,Three Family,,,,
180585,2018,12/10/2018,Milford,46 EAST RUTLAND RD,313190,190000.0,1.6483,Single Family,Single Family,01 - Family,,,
190038,2019,10/17/2019,Trumbull,5683 MAIN STREET,191100,260000.0,0.735,Single Family,Single Family,,,,
191955,2019,5/13/2020,Bridgeport,20 HAYES ST,100970,80000.0,1.2621,Two Family,Two Family,14 - Foreclosure,,,POINT (-73.18657 41.19215)
17700,2017,9/28/2018,Newington,66 LYDALL RD,139160,215000.0,0.6472,Single Family,Single Family,,,,
190216,2019,6/9/2020,Plainville,8 BECKWITH DR,100030,121987.0,0.82,Single Family,Single Family,14 - Foreclosure,,,POINT (-72.88521 41.67003)
200511,2020,1/19/2021,Greenwich,500 RIVER ROAD UN1,585060,875000.0,0.6686,Residential,Condo,10 - A Will,ESTATE SALE,,POINT (-73.57892 41.0582)
210633,2021,9/15/2022,Windsor,241 PALISADO AVE,148330,267500.0,0.5545,Residential,Single Family,,,,POINT (-72.633189015 41.861987008)
18679,2018,7/11/2019,East Hartford,65 PARK AVE,78780,147000.0,0.5359,Single Family,Single Family,,,,
180138,2018,5/2/2019,Coventry,147 FOX TR,138000,118400.0,1.1655,Two Family,Two Family,14 - Foreclosure,,,
190257,2019,12/13/2019,New Haven,166 HALL ST,118720,205000.0,0.5791,Single Family,Single Family,,,,
18229,2018,6/18/2019,Stafford,51 OLD SPRINGFIELD RD,1081710,30000.0,36.057,,,08 - Part Interest,SALE OF CAMPSITE IN A COOP CAMPGROUND,,POINT (-72.36336 41.97461)
181015,2018,7/18/2019,Stratford,52 C WEDGEWOOD RD,129920,219500.0,0.5918,Condo,Condo,,,,
1901429,2019,8/6/2020,Stamford,134 SYLVAN KNOLL ROAD # 134,3355650,228000.0,14.7178,,,08 - Part Interest,SYLVAN KNOLL SECTION I INC CO-OPERATIVE,,
20000192,2020,1/25/2021,Wethersfield,169 HANG DOG LN,246520,445000.0,0.5539,Residential,Single Family,,,,
210110,2021,10/25/2021,Danbury,5 CALDWELL TE 2504,192000,395000.0,0.486,Residential,Condo,,K16120-2504,,POINT (-73.45359 41.39268)
160150,2016,3/23/2017,Bethel,17 COLE LANE,163590,683024.0,0.239508421,Condo,Condo,07 - Change in Property,,,
19113,2019,1/22/2020,Monroe,36 HORIZON CT,388500,590000.0,0.6585,Single Family,Single Family,,,,
170271,2017,4/16/2018,Trumbull,103 CROWN ST,217420,395000.0,0.5504,Single Family,Single Family,,,,
211042,2021,7/11/2022,West Hartford,25 PELHAM ROAD,329193,580000.0,0.5675,Residential,Single Family,,,,POINT (-72.745651022 41.756882007)
200333,2020,4/28/2021,Vernon,10 STERLING CIR,14000,392900.0,0.0356,Residential,Condo,07 - Change in Property,NEW CONSTRUCTION - PUD,,
18804,2018,9/9/2019,East Hartford,114 CHIPPER DR,118490,192000.0,0.6171,Single Family,Single Family,,,,
200541,2020,5/4/2021,Shelton,118 SHELTON AVE,112070,315000.0,0.3557,Residential,Single Family,07 - Change in Property,,,POINT (-73.10749 41.31914)
170311,2017,5/18/2018,New London,123 BANK ST,459760,505000.0,0.9104,,,,,,POINT (-72.09528 41.35264)
192126,2019,6/23/2020,Bridgeport,164-D VIRGINIA AVE,22600,60000.0,0.3767,Condo,Condo,,,GOOD SALE PER MLS,
190120,2019,3/19/2020,Ellington,116 + 117 WEST SHORE RD,232910,330000.0,0.7058,Single Family,Single Family,,,,POINT (-72.37892 41.93883)
18187,2018,12/27/2018,West Haven,41 WALNUT ST,98280,155000.0,0.634,Single Family,Single Family,,,,
190033,2019,10/21/2019,Glastonbury,28 TALCOTT RD,153600,224805.0,0.6833,Single Family,Single Family,,,,
200309,2020,9/21/2021,Rocky Hill,420 OLD MAIN STREET,303170,429000.0,0.7066,Residential,Single Family,,,,POINT (-72.64249 41.67451)
211016,2021,7/5/2022,West Hartford,65 EDGEMERE AVENUE,148400,315000.0,0.4711,Residential,Single Family,,,,POINT (-72.724599034 41.747246004)
180031,2018,10/5/2018,Wallingford,48 OSAGE DR,176400,264000.0,0.6681,Single Family,Single Family,,,,
170370,2017,1/12/2018,Norwalk,234 ELY AVE,176130,360000.0,0.4892,Two Family,Two Family,,5-82-18-0,,POINT (-73.42579 41.08643)
200111,2020,11/30/2020,Vernon,15 WEST ST,80430,157000.0,0.5122,Residential,Single Family,,,,
190428,2019,7/17/2020,Oxford,37 OLD COUNTRY RD,338500,565000.0,0.5991,Single Family,Single Family,,,,
19152,2019,4/6/2020,Plainfield,94B CANTERBURY RD,40240,61000.0,0.6597,Condo,Condo,,,,
200723,2020,3/11/2021,Greenwich,80 SILO CIRCLE,522410,868900.0,0.6012,Residential,Condo,25 - Other,NOT LISTED,,POINT (-73.58088 41.05039)
180336,2018,5/28/2019,Southbury,823 B HERITAGE VILLAGE,97680,242000.0,0.403636364,Condo,Condo,07 - Change in Property,,TOTAL RENOVATION PER MLS,
180150,2018,2/28/2019,East Lyme,11 WHITING FARMS LANE,245000,184258.0,1.3296,Single Family,Single Family,14 - Foreclosure,,,
161383,2016,8/28/2017,Norwalk,37 EAGLE RD,216410,375000.0,0.577093333,Single Family,Single Family,,,,POINT (-73.43345 41.11672)
19000472,2019,9/29/2020,Cheshire,926 MOSS FARMS RD,174550,250000.0,0.6982,Single Family,Single Family,,,,
170179,2017,1/26/2018,Groton,216 NOANK RD,283080,525000.0,0.5392,Single Family,Single Family,,,,
200161,2020,2/2/2021,Plainville,14 YOUNG ST,152740,240000.0,0.6364,Residential,Single Family,,,,POINT (-72.87867 41.67842)
180816,2018,3/8/2019,Milford,61 EAST BROADWAY #B,114540,144775.4,0.7911,Condo,Condo,18 - In Lieu Of Foreclosure,,,
180201,2018,2/25/2019,South Windsor,14 FARM HILL RD,149100,679786.0,0.2193,Single Family,Single Family,07 - Change in Property,,,
200510,2020,7/22/2021,Windsor,16 SQUIRE RD,188650,335000.0,0.5631,Residential,Single Family,,,,
200750,2020,9/7/2021,Groton,28-30 LEWISTON CT,83860,170000.0,0.4932,Residential,Two Family,,,,
20353,2020,7/20/2021,Plainfield,525 NORWICH RD,201280,315000.0,0.6389,Residential,Single Family,,,,POINT (-71.91441 41.68474)
1900047,2019,1/22/2020,West Haven,541 543-553 MAIN ST & 10 WAGNE,472360,780000.0,0.6056,,,,,,
2000040,2020,10/19/2020,Naugatuck,461 SPRING ST 5A,47960,98000.0,0.4893,Residential,Condo,,,,POINT (-73.05855 41.51099)
170028,2017,10/13/2017,Groton,430 FLANDERS RD,119070,185000.0,0.643621622,Single Family,Single Family,,,,
200624,2020,4/5/2021,Meriden,172 OXBOW DR,95270,227500.0,0.4187,Residential,Single Family,,,,
21329,2021,8/8/2022,Monroe,19 WEST MAIDEN LANE,176000,360000.0,0.4888,Residential,Single Family,,,,POINT (-73.227145007 41.337966012)
180066,2018,5/22/2019,Preston,19 WATSON ROAD,222300,380000.0,0.585,Single Family,Single Family,,,,
200944,2020,8/9/2021,Torrington,187 HILLSIDE AVE,139160,165000.0,0.8433,Residential,Single Family,,,,POINT (-73.11025 41.8031)
170317,2017,8/6/2018,Avon,23 PIONEER DRIVE,359250,520000.0,0.6908,Single Family,Single Family,,,,
200250,2020,9/14/2021,Litchfield,522 TORRINGTON RD,172950,309435.0,0.5589,Residential,Single Family,,,,
201240,2020,6/21/2021,Milford,160 BROOKLAWN DR,206740,331000.0,0.6245,Residential,Single Family,,,,
180009,2018,10/11/2018,Bethel,1 WILLOW STREET,216580,316000.0,0.6853,Single Family,Single Family,,,,
2100196,2021,12/29/2021,Naugatuck,10 THUNDERBIRD DRIVE,14340,10000.0,1.434,Residential,Single Family,26 - Rehabilitation Deferred,MOBILE HOME,,POINT (-73.054473024 41.511275019)
170068,2017,11/9/2017,Windsor,106 LINCOLN WAY,148190,245000.0,0.604857143,Single Family,Single Family,,,,
210168,2021,12/1/2021,Norwich,10-12 SOUTH SECOND AVE,132900,175000.0,0.759428571,Residential,Four Family,,,,POINT (-72.049052004 41.569375019)
18000241,2018,7/11/2019,Brookfield,33 WOODVIEW DR,190120,295000.0,0.644474576,,,25 - Other,EXECUTORS DEED.  SOLD WITH 35 WOODVIEW DR,,
210225,2021,7/22/2022,Coventry,813 PUCKER ST,47700,90000.0,0.53,Vacant Land,,,CORR DEED FOR LOT/ADDRESS FILED 9/2022,,POINT (-72.286041012 41.731142021)
211365,2021,9/21/2022,Bristol,45 BROOKSIDE DR,111720,265000.0,0.4215,Residential,Single Family,,,,POINT (-72.91110099 41.690225006)
180023,2018,11/19/2018,Killingworth,168 POND MEADOW ROAD,238550,325000.0,0.734,Single Family,Single Family,25 - Other,NOT BETWEEN WILLING BUYER AND SELLER,,
190405,2019,8/17/2020,Wethersfield,41 CHURCHILL RD,137360,272900.0,0.5033,Single Family,Single Family,,,,
190252,2019,11/8/2019,Bridgeport,1575 BOSTON AVE UNIT A-7,22930,40000.0,0.5733,Condo,Condo,11 - Court Order,,,
19044,2019,11/25/2019,East Haddam,31 ALEXANDER RD,236590,399900.0,0.5916,Single Family,Single Family,,,,
170338,2017,9/5/2018,Ellington,6 BROOK CROSSING,204730,326000.0,0.628006135,Single Family,Single Family,,,,
200010,2020,10/1/2020,West Hartford,49 LONGLANE ROAD,160860,185000.0,0.8695,Residential,Single Family,25 - Other,SHORT SALE,,POINT (-72.76076 41.7915)
191214,2019,9/1/2020,Norwalk,23 SABLE ST,310390,705000.0,0.4403,Single Family,Single Family,,5-85B-37-0,,
20000222,2020,4/1/2021,Brookfield,37 GREAT HERON LN,315000,465000.0,0.677419355,Residential,Condo,,LARGE PRICE INCREASE,,POINT (-73.41354 41.4902)
200267,2020,1/22/2021,Glastonbury,450 NEW LONDON TPKE & 130 DOUG,904500,1650000.0,0.5481,Commercial,,,,,POINT (-72.60168 41.7081)
170184,2017,12/21/2017,New Haven,411 LOMBARD STREET,97160,157000.0,0.618853503,Two Family,Two Family,,,,
170045,2017,11/28/2017,Bloomfield,39 DANIEL BLVD,78540,80000.0,0.98175,Single Family,Single Family,25 - Other,,"BELOW MARKET - PER MLS RESOLD WITHOUT RENOVATIONS ON 5/23/18 FOR $137,000",POINT (-72.68937 41.82601)
1900303,2019,6/3/2020,West Haven,279 JONES HILL RD,198590,325000.0,0.611,Single Family,Single Family,,,,
201589,2020,9/28/2021,Danbury,18 ENCLAVE DR,450000,699900.0,0.6429,Residential,Condo,,C16045-18,,
190584,2019,3/24/2020,Norwalk,299 FLAX HILL RD,311830,589000.0,0.5294,Two Family,Two Family,,5-76B-184-0,,
190955,2019,4/15/2020,Waterbury,286 BETH LANE #20,124940,162499.0,0.7689,Condo,Condo,,,,
170400,2017,6/15/2018,Branford,B21 RIVERVIEW CROSSING,80600,84000.0,0.95952381,Condo,Condo,14 - Foreclosure,SALE OF BANK OWNED PROPERTY,,POINT (-72.85308 41.25461)
17096,2017,2/16/2018,Montville,18 JEROME AVE,109510,82000.0,1.335487805,Single Family,Single Family,25 - Other,SALES RATIO,SHORT SALE PER MLS,
201167,2020,2/26/2021,Waterbury,64 ALBERTA ST,71620,185000.0,0.3871,Residential,Single Family,,,,
212046,2021,12/27/2021,Middletown,749 LONG HILL RD #C,103590,189900.0,0.5454,Residential,Condo,,,,POINT (-72.67197996 41.522131009)
17005,2017,10/12/2017,Colchester,236 STOLLMAN RD,187800,265000.0,0.708679245,Single Family,Single Family,,,,
170396,2017,6/14/2018,Branford,36 WILDWOOD DR,254000,400000.0,0.635,Single Family,Single Family,,BOUGHT BY RELOCATATION COMPANY,,
20063,2020,11/4/2020,Bethel,6 DEER RUN,110740,215000.0,0.515,Residential,Condo,,,,POINT (-73.40715 41.38169)
190135,2019,1/7/2020,Southbury,TWO POMPERAUG OFFICE PARK U#10,53560,58000.0,0.9234,,,,,,
190551,2019,8/24/2020,Westport,80 EASTON ROAD,779900,1030000.0,0.7572,Single Family,Single Family,,,,
18164,2018,8/13/2019,Burlington,14 RYANS WAY,279790,435000.0,0.6431,Single Family,Single Family,,,,
201142,2020,7/26/2021,West Hartford,112 WEST RIDGE DRIVE,197120,465000.0,0.4239,Residential,Single Family,,,,
21246,2021,9/16/2022,Oxford,671 OXFORD ROAD,255000,500000.0,0.51,Residential,Single Family,,,,POINT (-73.144111025 41.449406013)
17030,2017,10/27/2017,Watertown,80 WILSON DR,153600,245000.0,0.626938776,Single Family,Single Family,,,,
190055,2019,10/18/2019,Bristol,127 HOOVER AVE,129920,230000.0,0.5649,Single Family,Single Family,,,,
20074,2020,11/5/2020,Waterford,23 HUNTS BROOK ROAD,0,10700.0,0.0,Vacant Land,,06 - Portion of Property,LOT SPLIT,,
190123,2019,6/24/2020,Prospect,8 OVERLOOK CT,232590,380000.0,0.6121,Single Family,Single Family,,,,
210026,2021,11/9/2021,Mansfield,3D WHITE OAK CONDOS,41200,88000.0,0.4681,Residential,Condo,,,,POINT (-72.250315957 41.771850746)
180585,2018,7/19/2019,Enfield,51 JONDOT DR,79940,125000.0,0.6395,Single Family,Single Family,25 - Other,NOT ON OPEN MARKET,,
170027,2017,10/31/2017,Windsor Locks,16 WOODRIDGE DRIVE,163800,288000.0,0.5687,Condo,Condo,,,,
200513,2020,8/24/2021,Stonington,345 N ANGUILLA RD,323200,610000.0,0.5298,Residential,Single Family,,,,POINT (-71.8717 41.40607)
160233,2016,2/28/2017,Norwich,4 BYRON ST,109200,145000.0,0.753103448,Single Family,Single Family,14 - Foreclosure,,,
170662,2017,6/19/2018,New Haven,74 SEA ST,141540,249000.0,0.568433735,Single Family,Single Family,,,,
20213,2020,12/15/2020,Ridgefield,120 PROSPECT ST UNIT 38,302410,465000.0,0.6503,Residential,Single Family,,,,
20226,2020,6/7/2021,Winchester,104 MALONEY COURT,86520,200000.0,0.4326,Residential,Single Family,,,,
160530,2016,6/19/2017,Southington,272 POND VIEW DR,116000,169000.0,0.686390533,Single Family,Single Family,,,,POINT (-72.87491 41.57994)
200888,2020,6/4/2021,West Hartford,484 SOUTH MAIN STREET,126910,280000.0,0.4532,Residential,Single Family,25 - Other,ESTATE SALE,,
180085,2018,11/27/2018,Vernon,15 LANTERN LN,201940,325000.0,0.6213,Condo,Condo,,,,POINT (-72.47815 41.83063)
180494,2018,8/27/2019,Southbury,172 WILLOW CREEK ESTATES DR,116610,180000.0,0.6478,,,,,,
180866,2018,8/29/2019,Greenwich,14 WINTHROP DRIVE,1117970,1400000.0,0.7985,Single Family,Single Family,25 - Other,NOT LISTED,,
170451,2017,5/10/2018,Southington,14 STAKEY FARM RD,213460,335000.0,0.6371,Single Family,Single Family,,,,
200119,2020,3/8/2021,Rocky Hill,210 REDSTONE CIRCLE,135030,205000.0,0.6586,Residential,Condo,,,,
180670,2018,8/21/2019,Glastonbury,24 COPLEY RD,179700,306000.0,0.5872,Condo,Condo,,,,
210361,2021,12/13/2021,Danbury,38 PADANARAM AV 20,86900,190000.0,0.4573,Residential,Condo,,I11002-20,,POINT (-73.457561011 41.412001979)
160465,2016,9/13/2017,Cheshire,10 WEST RIDGE CT,112210,450520.0,0.249067744,Single Family,Single Family,07 - Change in Property,NEW CONSTRUCTION,,
21477,2021,9/13/2022,Waterford,293 MILLSTONE RD EAST,190050,330000.0,0.575909091,Residential,Single Family,03 - Inter Corporation,,,POINT (-72.157455996 41.317403988)
160459,2016,9/19/2017,Rocky Hill,3021 MAIN STREET,128170,251850.0,0.508914036,Single Family,Single Family,,,,
170704,2017,9/7/2018,Norwich,233 BOSWELL AVE,80000,52700.0,1.518,Single Family,Single Family,14 - Foreclosure,,,
1900042,2019,1/10/2020,West Haven,189 PECK AVE,85050,127500.0,0.6671,Single Family,Single Family,,,,
190982,2019,9/11/2020,Greenwich,66 RICHLAND ROAD UN1,305550,540000.0,0.5658,Condo,Condo,,NOT LISTED,GOOD SALE PER MLS,
200100,2020,11/2/2020,Torrington,522 CHARLES ST,107120,187000.0,0.5728,Residential,Single Family,,,,POINT (-73.10087 41.81838)
190156,2019,9/2/2020,Westbrook,409 SEASIDE AVE,191920,205000.0,0.9362,Single Family,Single Family,08 - Part Interest,"RANCH, GV, PARKING 25%",,POINT (-72.46246 41.27489)
20290,2020,12/21/2020,New Britain,181 STREAM SIDE LN,184450,349000.0,0.5285,Residential,Single Family,,,,POINT (-72.81583 41.65173)
175610,2017,3/7/2018,West Haven,250 HIGHLAND ST,160160,318000.0,0.5036,Three Family,Three Family,,,,
191082,2019,8/11/2020,Norwalk,71-77 ROWAYTON AVE,644240,975000.0,0.6608,Condo,Condo,,6-1D-9-TH7,,
160022,2016,2/17/2017,Roxbury,33 BEAR BURROW RD,409750,351000.0,1.167378917,Single Family,Single Family,25 - Other,BUYER IS AN ADJOINER - SELLER REMAINING IN THE HOUSE,,
180083,2018,11/27/2018,East Lyme,14 STATE RD,194600,131000.0,1.4854,Single Family,Single Family,07 - Change in Property,GUTTED,,
191301,2019,7/10/2020,Waterbury,186 FANNING ST,62580,68000.0,0.920294118,Single Family,Single Family,14 - Foreclosure,,,
19336,2019,7/6/2020,Ridgefield,90 SPECTACLE LA,899880,1290000.0,0.6976,Single Family,Single Family,,,,
